timestamp;URL;beschreibung;evt_count_pm_sig;ga_cd_application_requirements;ga_cd_cxp_historicallisting;ga_cd_developer_virtualreality;ga_cd_maillead_default_shown;ga_cd_via;geo_bln;geo_krs;geo_land;geo_plz;lat;long;obj_ExclusiveExpose;obj_assistedLiving;obj_balcony;obj_barrierFree;obj_baseRent;obj_baseRentRange;obj_cId;obj_cellar;obj_condition;obj_cwId;obj_depositLink;obj_energyEfficiencyClass;obj_energyType;obj_firingTypes;obj_floor;obj_galleryAd;obj_garden;obj_groupnumber;obj_hasKitchen;obj_heatingCosts;obj_heatingType;obj_houseNumber;obj_immotype;obj_interiorQual;obj_ityp;obj_lastRefurbish;obj_lift;obj_livingSpace;obj_livingSpaceRange;obj_nbp;obj_newlyConst;obj_noParkSpaces;obj_noRooms;obj_noRoomsRange;obj_numberOfFloors;obj_objectnumber;obj_petsAllowed;obj_picture;obj_picturecount;obj_pricetrend;obj_pricetrendbuy;obj_pricetrendrent;obj_project_id;obj_regio1;obj_regio2;obj_regio3;obj_scoutId;obj_serviceCharge;obj_street;obj_streetPlain;obj_telekomDownloadSpeed;obj_telekomHdTelephone;obj_telekomHybridDownloadSpeed;obj_telekomHybridUploadSpeed;obj_telekomInternet;obj_telekomInternetProductAvailable;obj_telekomInternetProductName;obj_telekomInternetServices;obj_telekomInternetTechnology;obj_telekomInternetType;obj_telekomInternetUrl;obj_telekomInternetUrlMobile;obj_telekomTrackingGroup;obj_telekomTvOffer;obj_telekomUploadSpeed;obj_thermalChar;obj_totalRent;obj_typeOfFlat;obj_yearConstructed;obj_yearConstructedRange;obj_zipCode
2020-01-01 15:09:31.357877;/expose/114945552;['NEUBAU ERSTBEZUG BACHVIERTEL\n\nIn der Friedrich-Ebert-Straße 41-43 entsteht ein traumhaft schöner Neubau - nur 200 m von der Leipziger Innenstadt entfernt und direkt am Johanna Park.\n\nIm Erdgeschoss werden zwei Ladenflächen errichtet. Außerdem stehen viele schöne Wohnungen mit Größen von 45 bis 184 Quadratmetern Wohnfläche für Sie zur Anmietung bereit. Natürlich steht Ihnen eine Tiefgarage zur Verfügung und die kleinen Appartements haben einen Balkon, welcher einen tollen Blick zur Innenstadt garantiert. Die größeren Wohnungen haben Balkone, die in den ruhigen Innenhofgarten blicken lassen. Zusätzlich gibt es spektakuläre Penthouse-Wohnungen, die keine Wünsche offen lassen.\n\nDer frühe Vogel fängt den Wurm - nutzen Sie die Gelegenheit und melden Sie sich bei uns für mehr Informationen bzw. für einen Besichtigungstermin. Wir freuen uns auf Sie!\n\nEin Stellplatz in der Tiefgarage kann für 120 EUR angemietet werden.\n\nEnergieausweisdaten:\nArt: Bedarfsausweis\nEndenergiebedarf: 72,1 kWh/(m²a) \nWesentlicher Energieträger: Fernwärme\nBaujahr laut Energieausweis: 2018-2019\nEnergieausweis gültig bis: 16.09.2028', 'Erstbezug + Neubau + Zentrumsnah + Solider Massivbau + Bodentiefe Fenster + Parkett und Fliesen + Fußbodenheizung + Kellerabteil + Aufzug + EG Wohnungen mit elektrischer Roll-Ladenanlage + OG Wohnungen elektrische Außenjalousien an den Südfassaden, Westfassaden sowie Fassaden direkt an der Straße + Fahrradraum + Innenhofgarten mit Spielplatz + Tiefgaragen-Stellplatz +  Duschbad + AR + Ost-Loggia + Grundrissabweichungen sind möglich. Die Angaben in diesem Exposé erfolgen ohne jede Gewähr.', 'Als Bachviertel wird das gründerzeitlich geprägte Wohnviertel um die Sebastian-Bach-Straße bezeichnet und gehört geographisch betrachtet noch zum Zentrum-West. Anfangs wurde dieser Stadtteil als Viertel am Johanna Park genannt. Dieser Stadtteil erfreut sich nicht nur aufgrund der Wohnstruktur besonderer Beliebtheit, sondern auch durch die zahlreichen Grünflächen, Parkanlagen und der Zentrumsnähe. Das Besondere an diesem Viertel istrien Lage direkt an den größten Leipziger Parks, dem Johanna park und dem Clara Zetkin Park. An seiner schönsten Straße, der Ferdinand Lassalle Straße stehen die schönsten Denkmäler aus der Zeit and 1880. Diese Adresse gehört zu den Top Lagen von Leipzig und ist für seine exklusiven Wohnungen bekannt. In nur wenigen Minuten erreichen Sie zu Fuß die Innenstadt und über sehr gut ausgebaute Fahrradwege erreichen Sie die südliche Seenlandschaft mit dem Cospudener und Markkleeberger See. Das Bachviertel sorgt für exklusive Lebensqualität und absolute Wohnfreude.\n\n- Nähe zum Zentrum: ca. 1 km\n- ÖPNV: Straßenbahnlinien 1, 2 und 14, verschiedene Buslinien\n- Kitas und Schulen: u. a. 9 Kindertagesstätten, 3 Grundschulen und 2 Gymnasien', 'Erfahren. Ehrlich. Echt.\n\nDima Immobilien präsentiert Ihnen seit 1995 mit viel Leidenschaft die schönsten Immobilien Leipzigs - zum Kauf und zur Miete.\n\nIhnen steht ein erfahrenes Team beratend zur Seite und begleitet Sie erfolgreich auf Ihrem Weg zur Traumimmobilie. Durch unser sehr gutes und umfangreiches Netzwerk aus Investoren, Architekten, Gutachtern, Notaren und Banken haben wir die Möglichkeit, Sie individuell, kompetent und vor allem ehrlich zu beraten.\n\nLassen Sie sich von unserer Begeisterung für wunderschöne Immobilien anstecken und inspirieren. Rufen Sie uns an oder besuchen Sie uns in unserem neuen Büro in der Lionstr. 8, 04177 Leipzig. \n\nFolgen Sie uns und bleiben Sie stets up to date:\nFacebook: www.facebook.com/dima.immobilien\nInstagram: www.instagram.com/dima_immobilien\nYouTube: https://youtu.be/swxwaFs0EyU'];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04109;51,33767581293502;12,36439217368849;true;n;y;n;611.75;5;1472;y;first_time_use;001.1472;y;;;no_information;3;;n;182;n;;floor_heating;41;wohnung_miete;no_information;0,active;;y;48.94;2;;y;1;2;2;5;vm-fe41-we32;no_information;https://pictures.immobilienscout24.de/listings/56d71bbd-0e05-4101-a30a-aae4bd9593ed-1340717564.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;13;4.45;15.17;4.45;;Sachsen;Leipzig;Zentrum_West;114945552;132.14;"Friedrich-Ebert-Stra&szlig;e";Friedrich-Ebert-Straße;;;;;;false;;;;;;;;;;;743.89;apartment;2019;9;04109
2020-01-01 15:09:31.871443;/expose/64559121;['Es handelt sich um eine eigens für WGs geplante 2-R.-Whg.mit 2 fast gleichgroßen Zimmern und dem Flur als Gemeinschaftsraum.', '- Die Wohnung verfügt über ein Einbauküche \n- Bad mit Dusche\n- Im Haus befindet sich zudem ein gemeinschaftlicher Fahrradraum und Waschmaschinen/Trockner mit Münzer.', 'Direkt am Möbiusplatz (einer öffentlichen Grünanlage),   \nALDI im Nachbarhaus, Bushaltestelle in 2 Gehminuten. Hausverwaltung im Haus'];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04317;51,33187157115706;12,411015575286262;false;n;n;n;355;2;15681707;y;no_information;001.15588298;y;NO_INFORMATION;energy_consumption;gas;3;;n;;y;;central_heating;55;wohnung_miete;normal;0,active;1999;y;53.12;2;;n;;2;2;4;D8;no_information;https://pictures.immobilienscout24.de/listings/70cadc7a-fc56-48ac-8d6c-de05679eb01d-699280292.bmp/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;2;5.97;;;;Sachsen;Leipzig;Reudnitz_Thonberg;64559121;130;"Eilenburger Stra&szlig;e ";Eilenburger_Straße_;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;107;485;no_information;1912;1;04317
2020-01-01 15:09:32.465231;/expose/114854525;"['Die sanierte Hochpaterre Wohnung befindet sich in einem 1900 erbauten Mehrfamilienhaus im Leipziger Stadtteil Volkmarsdorf. \n\nWichtig: Alle relevanten Information (Adresse, weitere Bilder, Objektunterlagen, Zahlen und Daten, etc.) erhalten Sie direkt nach Kontaktaufnahme freigeschalten.\n\n############################################################\n\nDie ausreichenden 54 m² Wohnfläche verteilen sich auf zwei Zimmer, ein Tageslichtbad mit Badewanne und eine großzügige Küche.  Das Badezimmer wurde mit einem hochwertigem Marmorfußboden ausgestattet, welchen einen exquisiten Eindruck vermittelt. Zusätzlich befindet sich der Waschmaschinenanschluss im Badezimmer. Die restlichen Wohnräume sind mit dunklem Laminat verlegt. Die frisch sanierten weißen Wände lassen die Wohnung gleichzeitig größer und heller erscheinen und vermitteln ein angenehmes Wohnambiente.  \n\nDiese Wohnung eignet sich aufgrund des Durchgangszimmers perfekt für Singles oder Pärchen, die sich in der Wohnung entfalten wollen. \n\nInsgesamt befindet sich die Wohnung in einem sehr gepflegten und modernen Zustand.', '++ Frisch saniert \n++ Tageslichtbad mit Marmorfußboden\n++ Durchgangszimmer \n++ Dunkler Laminatfußboden \n++ Helle Wände \n++ Badewanne \n++ Tageslichtbad', 'Der Stadtteil Volkmarsdorf bietet eine gute Wohnlage im Leipziger Osten und ist unweit des Leipziger Stadtzentrums (ca. 5 km) verkehrsgünstig gelegen. Aufgrund dieser Kombination ist Volkmarsdorf sowohl bei jung als auch bei alt beliebt. Eine Grund- und Mittelschule, eine Kindertagesstätte, eine Berufsschule sowie verschiedene Arztpraxen befinden sich ebenfalls in diesem Gebiet.\n\nDie nächste Straßenbahn- und Bushaltestelle lässt sich in nur ca. 2 Minuten zu Fuß erreichen (Straßenbahn 4 und 7; Bus 72, 73 und 60). \nZudem verfügt die Wohnlage über eine gute Fernverkehrsanbindung auf die A9 - Schkeuditzer Kreuz (ca. 25 Min.), die A14 - Neue Messe (ca. 15 Min.) sowie die B6 / B2 (ca. 12 Min.).', '\nKontaktieren Sie uns und vereinbaren Sie einen Beratungstermin mit Ihrem persönlichen WunderAgenten!\n\n*********************************************************** \nWunderAgent – Mein Partner für Vermietung und Verkauf! \nVon der möblierten 1-Zimmer-Wohnung bis zum Mehrfamilienhaus, wir betreuen Ihre Immobilie.\n\n*********************************************************** \nHinweis: Das vorliegende Exposé wurde nach Angaben des Auftraggebers gefertigt und dient lediglich zur Orientierung im Vorfeld einer Besichtigung. Sämtliche Angaben zu Ausstattung und Details wurden seitens Auftraggebers getätigt. WunderAgent übernimmt keine Gewähr für die Richtigkeit der gemachten Angaben - dies gilt insbesondere für die korrekte Ermittlung der Wohnfläche. Bei der Inaugenscheinnahme der Immobilie durch WunderAgent werden sämtliche Angaben auf Plausibilität geprüft. Im Zweifel empfehlen wir Ihnen vor Abschluss eines Kauf- oder Mietvertrages eine detaillierte Ermittlung der angegebenen Wohnfläche. Gerne beraten wir Sie hierzu im persönlichen Gespräch. Das vorliegende Exposé wird nicht Bestandteil eines Kauf- oder Mietvertrages - es erfüllt lediglich Vorab- Informationszwecke im Vorfeld einer Besichtigung. Zugesicherte Eigenschaften (z.B. korrekte Wohnfläche) sollten im Kauf- oder Mietvertrag direkt mit dem Verkäufer/Vermieter vertraglich geregelt werden. Auch hierfür übernimmt WunderAgent keine Haftung. Ist bei der Immobilienanzeige angegeben, dass der Energieausweis bei der Besichtigung vorliegt, heißt dies, das es aktuell kein Energieausweis vorhanden ist, aber spätestens bei der Besichtigung vorliegen wird.\n']";showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04315;51,346581031051;12,412826729347229;false;n;n;n;380;2;16728507;n;refurbished;002.01007540282;y;NO_INFORMATION;energy_consumption;gas;0;disabled;n;;n;;central_heating;113;wohnung_miete;normal;0,active;2018;n;54;2;;n;;2;2;4;6JADMF;negotiable;https://pictures.immobilienscout24.de/listings/be4b4e18-ca1b-4c81-ba44-d8719237ad0d-1339437583.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;4.6;16.5;4.6;;Sachsen;Leipzig;Volkmarsdorf;114854525;115;"Mariannenstra&szlig;e";Mariannenstraße;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;141;495;ground_floor;1900;1;04315
2020-01-01 15:09:32.964960;/expose/114977060;['Wohnzimmer: Parkett, Zugang zur Dachterrasse\n\nKüche: separater Raum, gefliest, Abstellraum\n\nTageslichtbad: modern gefliest, Deckenspots,  Badewanne, Dusche, zwei Waschtische, Toilette und Handtuchheizkörper\n\nSchlafzimmer/Kinderzimmer: Parkett, großzügige Räume', 'Das Objekt befindet sich im Süden von Leipzig. Die Karl-Liebknecht-Straße ist nur wenige Schritte von der August-Bebel-Straße entfernt und bietet Einkaufsmöglichkeiten sowie Bars und Restaurant für jedermann. Auch öffenliche Verkehrsmittel sind schnell zu Fuß erreichbar.', 'Bei Abschluss eines Mietvertrages wird zwischen beiden Parteien ein Kündigungsausschluss von 2 Jahren vereinbart. Der Vermieter räumt dem Mieter die Option ein, jederzeit einen Nachmieter für die Wohnung zu finden.\n\nAlle Angaben sind ohne Gewähr und basieren ausschließlich auf Informationen, die uns von unserem Auftraggeber zur Verfügung gestellt wurden. Wir übernehmen keine Gewähr für die Vollständigkeit, Richtigkeit und Aktualität dieser Angaben.'];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04275;51,3179212548076;12,369218377516379;false;n;y;n;1499;7;3186843;n;well_kept;001.3186843;y;;;;4;;n;5;n;;no_information;67;wohnung_miete;normal;0,active;;y;156.48;7;;n;;5;5;;675014;negotiable;https://pictures.immobilienscout24.de/listings/fc3a52cc-8c5e-4374-8c9e-ee66bb567179-1341223450.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;4.5;16.11;4.5;;Sachsen;Leipzig;Südvorstadt;114977060;340;"August-Bebel-Stra&szlig;e";August-Bebel-Straße;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;;1839;roof_storey;;;04275
2020-01-01 15:09:33.484437;/expose/115096338;['Die Rittergutstr. 3 ist ein 3-geschössiges, gepflegten Wohnhaus und befindet sich in Leipzig - Wahren direkt am Auensee mit dem Auenwald. \n\nDie 2-Zimmer-Wohnung mit 49,72m² befindet sich im 2.Obergeschoss.\n\nDiverse Stellplätze befinden sich in der unmittelbaren Nachbarschaft am Objekt. ', '... CAPERA - einziehen und wohnfühlen!\n\nDie Wohnräume sowie der Flur sind mit Laminat (in Eiche-Dielen-Optik) ausgestattet.\nDie separate Küche ist mit einen Fliesenboden sowie einem Fliesenspiegel ausgestattet und verfügt über den Balkonzugang. \nDas modern geflieste Tageslichtbad verfügt über eine Wanne, einem Handtuchheizkörper und dem Waschmaschinenstellplatz. \n\nDer Wohnung ist ein Kellerabteil zugeordnet.', 'Die Rittergutstr. 1/3/5 befindet sich in Leipzig-Wahren und ist nordlich vom Stadtzentrum gelegen.\nDie Verkehrsanbindung über öffentlichen Nahverkehr ist perfekt. Ebenfalls ist das Objekt mit zahlreichen nahegelegenen Bundesstraßen perfekt an die Region Leipzig mit seinen zahlreichen Industrieansiedlungen (DHL, BMW, Porsche, Messe Leipzig, Flughafen Leipzig, etc. ) am nördlichen Stadtrand angebunden.\nAlle zum täglichen Bedarf erforderlichen Einrichtungen (Einkaufsmöglichkeiten, Schule, Kindergarten, Ärzte) sind fußläufig perfekt zu erreichen.\nDie ländliche Umgebung des Stadtteil Wahren und des Auensees bietet vielfältige Möglichkeiten der Freizeitgestaltung.', 'Für weitere Informationen oder Terminvereinbarungen erreichen Sie uns gerne telefonisch oder per E-Mail.\n\n'];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04159;51,37247273986401;12,322235753995159;false;n;y;n;355;2;16150157;y;first_time_use;002.01006376426;y;;;no_information;2;disabled;n;0;n;60;central_heating;3;wohnung_miete;no_information;0,active;;n;50;2;;n;;2;2;2;11404-209;no_information;https://pictures.immobilienscout24.de/listings/099dbafd-0a43-4e6d-8f02-9c3c78a5c4bb-1342936858.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;3.63;15.99;3.63;;Sachsen;Leipzig;Wahren;115096338;60;Rittergutstr.;Rittergutstr.;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;;;no_information;;;04159
2020-01-01 15:09:33.980985;/expose/114947585;['3 Zimmer\n2 Balkon\nDachgeschoss\nMaisonette\n2. und 3. Etage\nTeppichboden \n2 Bäder\nBadewanne, Dusche \nWM-Anschluss im Keller\nEBK\nKellerabteil\nTrockenraum\nFahrradraum\nKfz-Stellplatz 20€/mtl. (Pflicht)\nSat-Anlage\nkein Aufzug\n\nDie Bilder zeigen eine vergleichbare Wohnung.', 'Seehausen ist ein nördlich gelegenes Stadtviertel mit dörflichen Charakter und dennoch unweit der Einkaufstempel im Sachsenpark. Unternehmen wie Porsche, BMW, DHL ect. sind schnell erreichbar, wie auch die A14.\n\nWerbeliner und Schladitzer See bieten gute Freizeitgestaltungen.', 'Alle Angaben zum Objekt und dem Mietpreis sowie Größen der Wohnungen beruhen auf den Angaben des Eigentümers. Für die Richtigkeit übernehmen wir keine Gewährleistung. \n\nLEIPZIG | estate Immobilienmakler in Leipzig'];showqualicontactform;profile0;false;true;true;top;Sachsen;Leipzig;Deutschland;04356;51,4039913015029;12,412986919566825;false;n;y;n;728;5;278877;n;mint_condition;001.278877;n;D;energy_consumption;gas;2;;n;;y;;central_heating;2b;wohnung_miete;no_information;0,active;;n;97;4;;n;;3;3;;HSNac2bWE13DG;negotiable;https://pictures.immobilienscout24.de/listings/644f666e-98c7-4ad0-a26d-7af2a98b48cb-1340742468.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;20;3.41;14.68;3.41;;Sachsen;Leipzig;Seehausen;114947585;204;Nachtigallenweg;Nachtigallenweg;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;100;957;maisonette;1995;5;04356
2020-01-01 15:09:34.548107;/expose/114884422;['Saniertes Mehrfamilienhaus in der Leipziger Südvorstadt. Die Wohnung befindet sich im ruhigen Hinterhaus.\r\n\r\nDas Objekt wird durch einen Hausmeisterservice professionell betreut.\r\n\r\nBitte beachten Sie, dass das Objekt unter Denkmalschutz steht und daher von der Energieausweisplicht befreit ist.', 'Die Wohnung verfügt über folgende Ausstattungsmerkmale:\r\n\r\n- 1.OG\r\n- ruhiges Hinterhaus\r\n- WG-geeignet\r\n- neue Einbauküche (wird gerade eingebaut)\r\n- Laminat\r\n- Tageslichtbad\r\n- Wanne\r\n- WS-Anschluss im Bad\r\n', 'Beliebte Lage in einer ruhigen Nebenstraße der Karl-Liebknecht-Straße. Einkaufsmöglichkeiten sind ausreichend vorhanden und fußläufig erreichbar. Gute Anbindung an die öffentlichen Verkehrsmittel. Die Innenstadt erreicht man innerhalb weniger Minuten. Der nahe gelegene Fockeberg lädt zu erholsamen Stunden ein.', 'Für weitere Informationen sowie zur Vereinbarung eines Besichtigungstermins steht Ihnen Frau Susanne Seltmann  unter 0341/35 52 15 63 oder 0172 3 64 17 29, gerne auch per WhatsApp, zur Verfügung.\r\nBesichtigungstermine sind nach Vereinbarung auch am Wochenende möglich.\r\n\r\nWir möchten Sie darauf hinweisen, dass für die ersten 12 Monate ein Kündigungsausschluss im Mietvertrag vereinbart wird.\r\n\r\nAlle Angaben beruhen auf uns erteilten Informationen nach bestem Wissen. Eine Haftung für Vollständigkeit, Richtigkeit und Aktualität dieser Angaben können wir jedoch nicht übernehmen. Das Angebot ist freibleibend, Irrtum und Zwischenvermietung vorbehalten. Sollte Ihnen unser Angebot durch Dritte unterbreitet worden sein, so bitten wir Sie um Benachrichtigung. Bitte führen Sie alle Verhandlungen ausschließlich über uns. Dieses Exposé ist eine Vorinformation, als Rechtsgrundlage gilt allein der abgeschlossene Mietvertrag.'];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04275;51,323356338791;12,371389117582094;false;n;n;n;479;3;350526;n;well_kept;001.350526;y;;;no_information;1;disabled;n;3737;y;;;27;wohnung_miete;no_information;0,active;;n;53.51;2;;n;;2;2;4;M_1840_020;negotiable;https://pictures.immobilienscout24.de/listings/f1af8863-61f4-482c-a62d-a1a49405ab00-1340713859.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;4.5;16.11;4.5;;Sachsen;Leipzig;Südvorstadt;114884422;135;"Arndtstra&szlig;e";Arndtstraße;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;;614;apartment;;;04275
2020-01-01 15:09:35.039978;/expose/114947529;['Es handelt sich um ein Mehrfamilienhaus mit 4 Etagen. Das Haus ist voll unterkellert und hat ein zu Wohnungen ausgebautes Dachgeschoss. Um 1900 wurde das Objekt in massiver Ziegelbauweise errichtet. In den Jahren zwischen 1999 - 2000 ist eine umfassende Sanierung vorgenommen wurden. Alle Wohnungen besitzen ein modernes Badezimmer.', '- hochwertiger Bodenbelag (Parkett)\n- fensterloses Wannenbad mit Waschmaschinenanschluss\n- Balkon\n- Isofenster\n- Fahrstuhl\n- Video-Gegensprechanlage\n- Kabelanschluss\n- Mieterkeller\n- Einbauküche', 'Gleich westlich vom Cityring liegt die Thomasiusstraße. Wie die City, ist auch die Thomasiusstraße primär durch stilvolle Gebäude der Gründerzeit geprägt. \nZahlreiche Einkaufsmöglichkeiten, Gaststätten und Szenekneipen liegen in der Nachbarschaft. Der in der Nähe befindliche Clara-Zetkin-Park ist in wenigen Gehminuten zu erreichen.', 'Ruhige Mitmieterschaft'];;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04109;51,341227067859;12,364878555487854;false;n;y;n;598;4;1169856;y;refurbished;001.1169856;y;NO_INFORMATION;energy_consumption;district_heating;2;;n;;y;;central_heating;14;wohnung_miete;sophisticated;0,active;2000;y;65;3;;n;;2;2;4;Thomasius 14 2.OG;negotiable;https://pictures.immobilienscout24.de/listings/1c79b208-3ca1-45e8-84b2-e5548ab03b68-1340744471.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;13;4.49;15.17;4.49;;Sachsen;Leipzig;Zentrum_West;114947529;162.5;"Thomasiusstra&szlig;e";Thomasiusstraße;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;78;760.5;apartment;1900;1;04109
2020-01-01 15:09:35.651988;/expose/95253545;"['Badezimmer:\nmodernes Bad mit Badewanne, Dusche, WC und Waschtisch \n \nWohnzimmer/Küche: \ngroßzügiger Raum mit hochwertigem Laminat,  Zugang zum Balkon, offene Küche\n\nSchlaf- und Kinderzimmer: \nhochwertiges Laminat\n\nSonstiges: \nFußbodenheizung in der gesamten Wohnung, Abstellraum mit Waschmaschinenanschluss', 'Das Objekt befindet sich in einer ruhigen Seitenstraße der beliebten Karl-Liebknecht-Straße. Diese ist mit nur wenigen Schritten erreichbar und bietet Einkaufsmöglichkeiten sowie gastronomische Einrichtungen für jedermann. Durch die naheliegende Verkehrsanbindung erreicht man das Stadtzentrum in wenigen Minuten. In dieser exklusiven Lage am südlichen Stadtring befinden sich mehrere Hochschulen, die Universitätsklinik und das Bundesverwaltungsgericht. Zudem befindet sich nur wenige Schritte entfernt das Ärztehaus ""Praxisklinik Plus Zentrum Süd"", in welchem verschiedene medizinische Fachbereiche aufzufinden sind.', 'Bei Abschluss eines Mietvertrages wird zwischen beiden Parteien ein Kündigungsausschluss von 2 Jahren vereinbart. Der Vermieter räumt dem Mieter die Option ein, jederzeit einen Nachmieter für die Wohnung zu finden.\n\nAlle Angaben sind ohne Gewähr und basieren ausschließlich auf Informationen, die uns von unserem Auftraggeber zur Verfügung gestellt wurden. Wir übernehmen keine Gewähr für die Vollständigkeit, Richtigkeit und Aktualität dieser Angaben.']";showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04107;51,3295350404021;12,375638675344291;;n;y;n;799;5;3186843;n;well_kept;001.3186843;y;;energy_required;district_heating;1;;n;3;n;;floor_heating;32;wohnung_miete;sophisticated;0,active;;y;82.45;4;;n;1;3;3;6;320303;negotiable;https://pictures.immobilienscout24.de/listings/88b74ddf-81ba-4be8-a5e6-f50ffd000149-1121535841.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;;;;;Sachsen;Leipzig;Zentrum_Süd;95253545;165;"Hohe Stra&szlig;e";Hohe_Straße;;;;;;;;;;;;;;;;59;964;apartment;2011;8;04107
2020-01-01 15:09:36.265148;/expose/44706801;['Dieser liebevoll sanierte Altbau befindet sich im Südwesten von Leipzig, dem schönen Stadtteil Kleinzschocher in herrlicher Umgebung gelegen * mit dem Pkw ca. 15 Minuten bis in das Stadtzentrum * in der Nähe liegen der wunderschöne Auenwald unddas traumhaft schöne Naherholungsgebiet Cospudener See mit seinen vielfältigen Sport- und Erholungsmöglichkeiten * sehr gute Nahverkehrsanbindungen mit Straßenbahn, Bus und Bahn * vielfältige Einkaufsmöglichkeiten, Ärzte, Schulen und Kindertagesstätten sind vorhanden * umfangreiches gastronomisches Angebot in der Nähe * verkehrsgünstig zur Autobahn 38 und der Bundesstraße 186 gelegen', 'Die Wohnung verfügt über ein großzügiges, helles Tageslichtbad mit Badewanne und Stellplatz mit Anschlussmöglichkeit für Ihre Waschmaschine.\n\nGemeinschaftstrockenboden im Dachgeschoss des Hauses', 'Die Wohnung befindet sich im 3. Obergeschoss eines sanierten Mehrfamilienhauses in Nebenstraßenlage', 'Besichtigungen sind ab sofort nach Vereinbarung möglich!\n\nDie Innenaufnahmen geben Ansichten einer vergleichbaren Musterwohnung in diesem Objekt wieder. Aktuelle Fotos werden nach Verfügbarkeit bereit gestellt.\n\nDas Mietangebot ist freibleibend- Irrtümer und Zwischenvermietungen bleiben vorbehalten.'];showqualicontactform;profile0;false;;true;top;Sachsen;Leipzig;Deutschland;04229;51,31622653335974;12,322376584921944;false;n;n;n;479;3;1168581;y;refurbished;001.1168581;y;D;energy_consumption;gas;3;;y;;n;;central_heating;27;wohnung_miete;normal;0,active;2002;n;80;3;;n;;3;3;3;Rust 27-11;negotiable;https://pictures.immobilienscout24.de/listings/163a3dab-d266-4116-a643-a5716e87a5ec-1336468949.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;3.68;15.45;3.68;;Sachsen;Leipzig;Kleinzschocher;44706801;160;Ruststr.;Ruststr.;100 MBit/s;true;;;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;104;639;apartment;1900;1;04229
